analysis_source,dataset,subject,outcome,stage,model,grid,contrast_name,contrast_id,family_id,tier,replicates,family_stage_count,task_id,resampling_stream,draw_file,draw_prefix,draw_file_sha256,bootstrap_unit,bootstrap_units,observations,first_multiplicity_sha256
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,school_observable_only,c14b__uci320__mathematics__fail_g3_lt_10__period2__school_observable_only__histgb__minus__uci320__mathematics__fail_g3_lt_10__period2__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|school_observable_only,primary,5000,3,c14b|uci320|mathematics|fail_g3_lt_10|period2|histgb|c13_selected,uci320|mathematics|fail_g3_lt_10|period2,draws/task_d965f6ee0246872f6090.npz,c002,e7eaa7cbbb87c4d3e9ac1d34adc58d3feac3682bb5bd1b7464083814ade856b2,row,395,395,cb4f566f702f61356304166b1d56f5b75e32b5df76b05400da04153caeb89a02
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period2,logistic,c13_selected,school_observable_only,c14b__uci320__mathematics__fail_g3_lt_10__period2__school_observable_only__logistic__minus__uci320__mathematics__fail_g3_lt_10__period2__full__logistic,c14b|uci320|mathematics|fail_g3_lt_10|logistic|c13_selected|school_observable_only,sensitivity,2000,3,c14b|uci320|mathematics|fail_g3_lt_10|period2|logistic|c13_selected,uci320|mathematics|fail_g3_lt_10|period2,draws/task_9b556138d0576a0385e3.npz,c002,8fe4be0ba51f495b9aa88b8bd7c2f0b201642a24ad9bec4a890d82d5585ae005,row,395,395,cb4f566f702f61356304166b1d56f5b75e32b5df76b05400da04153caeb89a02
C14B_frozen,uci320,mathematics,fail_g3_lt_10,baseline,histgb,c13_selected,targeted_no_sex,c14b__uci320__mathematics__fail_g3_lt_10__baseline__targeted_no_sex__histgb__minus__uci320__mathematics__fail_g3_lt_10__baseline__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|targeted_no_sex,primary,5000,3,c14b|uci320|mathematics|fail_g3_lt_10|baseline|histgb|c13_selected,uci320|mathematics|fail_g3_lt_10|baseline,draws/task_bae483f1ad59ceae8f87.npz,c003,da9a5e57af139c0f619e3b43c64998a77ae1812ec85fef2f399d5e4fc1b90659,row,395,395,439f189005536515e97da7cffb00e7734c3f3e77148bbdd835b793698631d8b5
C14B_frozen,uci320,mathematics,fail_g3_lt_10,baseline,logistic,c13_selected,targeted_no_sex,c14b__uci320__mathematics__fail_g3_lt_10__baseline__targeted_no_sex__logistic__minus__uci320__mathematics__fail_g3_lt_10__baseline__full__logistic,c14b|uci320|mathematics|fail_g3_lt_10|logistic|c13_selected|targeted_no_sex,sensitivity,2000,3,c14b|uci320|mathematics|fail_g3_lt_10|baseline|logistic|c13_selected,uci320|mathematics|fail_g3_lt_10|baseline,draws/task_cd85c10057be4aaa7859.npz,c003,d53d1ecd0d3be8aa9aab0250055bd5a4bcd10acc2d882b12379eb2f428848da0,row,395,395,439f189005536515e97da7cffb00e7734c3f3e77148bbdd835b793698631d8b5
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period1,histgb,c13_selected,targeted_no_sex,c14b__uci320__mathematics__fail_g3_lt_10__period1__targeted_no_sex__histgb__minus__uci320__mathematics__fail_g3_lt_10__period1__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|targeted_no_sex,primary,5000,3,c14b|uci320|mathematics|fail_g3_lt_10|period1|histgb|c13_selected,uci320|mathematics|fail_g3_lt_10|period1,draws/task_32134eb6a1685b11d062.npz,c003,7ce915909a82633e1d891d5486eb80aaa035665150f87ece89c1475b23b55d04,row,395,395,b4f51b2eea5b3de81efd5b69d551b5c76562cd0bf22266557640f350b30520a4
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period1,logistic,c13_selected,targeted_no_sex,c14b__uci320__mathematics__fail_g3_lt_10__period1__targeted_no_sex__logistic__minus__uci320__mathematics__fail_g3_lt_10__period1__full__logistic,c14b|uci320|mathematics|fail_g3_lt_10|logistic|c13_selected|targeted_no_sex,sensitivity,2000,3,c14b|uci320|mathematics|fail_g3_lt_10|period1|logistic|c13_selected,uci320|mathematics|fail_g3_lt_10|period1,draws/task_5b79c4b3e7e11b9f1546.npz,c003,e77c6e28dcf30bf3bd2eb2d3be4258000cce43cbfc8bac5fcf6f88d398b73375,row,395,395,b4f51b2eea5b3de81efd5b69d551b5c76562cd0bf22266557640f350b30520a4
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period2,histgb,c13_selected,targeted_no_sex,c14b__uci320__mathematics__fail_g3_lt_10__period2__targeted_no_sex__histgb__minus__uci320__mathematics__fail_g3_lt_10__period2__full__histgb,c14b|uci320|mathematics|fail_g3_lt_10|histgb|c13_selected|targeted_no_sex,primary,5000,3,c14b|uci320|mathematics|fail_g3_lt_10|period2|histgb|c13_selected,uci320|mathematics|fail_g3_lt_10|period2,draws/task_d965f6ee0246872f6090.npz,c003,e7eaa7cbbb87c4d3e9ac1d34adc58d3feac3682bb5bd1b7464083814ade856b2,row,395,395,cb4f566f702f61356304166b1d56f5b75e32b5df76b05400da04153caeb89a02
C14B_frozen,uci320,mathematics,fail_g3_lt_10,period2,logistic,c13_selected,targeted_no_sex,c14b__uci320__mathematics__fail_g3_lt_10__period2__targeted_no_sex__logistic__minus__uci320__mathematics__fail_g3_lt_10__period2__full__logistic,c14b|uci320|mathematics|fail_g3_lt_10|logistic|c13_selected|targeted_no_sex,sensitivity,2000,3,c14b|uci320|mathematics|fail_g3_lt_10|period2|logistic|c13_selected,uci320|mathematics|fail_g3_lt_10|period2,draws/task_9b556138d0576a0385e3.npz,c003,8fe4be0ba51f495b9aa88b8bd7c2f0b201642a24ad9bec4a890d82d5585ae005,row,395,395,cb4f566f702f61356304166b1d56f5b75e32b5df76b05400da04153caeb89a02
C14B_frozen,uci320,portuguese,fail_g3_lt_10,baseline,histgb,c13_selected,no_demographic_family,c14b__uci320__portuguese__fail_g3_lt_10__baseline__no_demographic_family__histgb__minus__uci320__portuguese__fail_g3_lt_10__baseline__full__histgb,c14b|uci320|portuguese|fail_g3_lt_10|histgb|c13_selected|no_demographic_family,primary,5000,3,c14b|uci320|portuguese|fail_g3_lt_10|baseline|histgb|c13_selected,uci320|portuguese|fail_g3_lt_10|baseline,draws/task_b3cc447bbd22e3946289.npz,c000,2565f7c752ca3c352fa427ddc54fdda57ac2a313fc04dee3e041324495db2b5c,row,649,649,72e362edeb01c7e99523830fde04157aa87888ab2d6feab285ee199b76a385e9
C14B_frozen,uci320,portuguese,fail_g3_lt_10,baseline,logistic,c13_selected,no_demographic_family,c14b__uci320__portuguese__fail_g3_lt_10__baseline__no_demographic_family__logistic__minus__uci320__portuguese__fail_g3_lt_10__baseline__full__logistic,c14b|uci320|portuguese|fail_g3_lt_10|logistic|c13_selected|no_demographic_family,sensitivity,2000,3,c14b|uci320|portuguese|fail_g3_lt_10|baseline|logistic|c13_selected,uci320|portuguese|fail_g3_lt_10|baseline,draws/task_6ebd1451f67a1c72c7b5.npz,c000,e7fd6523938df1b308a0fcf1dd9141e3fe861df2a9e8aecbef91a33004832ec0,row,649,649,72e362edeb01c7e99523830fde04157aa87888ab2d6feab285ee199b76a385e9
C14B_frozen,uci320,portuguese,fail_g3_lt_10,period1,histgb,c13_selected,no_demographic_family,c14b__uci320__portuguese__fail_g3_lt_10__period1__no_demographic_family__histgb__minus__uci320__portuguese__fail_g3_lt_10__period1__full__histgb,c14b|uci320|portuguese|fail_g3_lt_10|histgb|c13_selected|no_demographic_family,primary,5000,3,c14b|uci320|portuguese|fail_g3_lt_10|period1|histgb|c13_selected,uci320|portuguese|fail_g3_lt_10|period1,draws/task_64c7e2d4cd52a085fb1b.npz,c000,6fb1bd476898403f2e00a0539b48826d6ace82a0d4c7b8014c389b3d0f455957,row,649,649,952fc21d2dfc8c4b5bc2e97b23cbdb78b85684ea05fbf806b2a302b513cae741
C14B_frozen,uci320,portuguese,fail_g3_lt_10,period1,logistic,c13_selected,no_demographic_family,c14b__uci320__portuguese__fail_g3_lt_10__period1__no_demographic_family__logistic__minus__uci320__portuguese__fail_g3_lt_10__period1__full__logistic,c14b|uci320|portuguese|fail_g3_lt_10|logistic|c13_selected|no_demographic_family,sensitivity,2000,3,c14b|uci320|portuguese|fail_g3_lt_10|period1|logistic|c13_selected,uci320|portuguese|fail_g3_lt_10|period1,draws/task_80f91bd1053352dd5d40.npz,c000,7aad6aa1ee25d95425df9b44813a91c71dbbc43ea0e57f01c9b3bf8142b92867,row,649,649,952fc21d2dfc8c4b5bc2e97b23cbdb78b85684ea05fbf806b2a302b513cae741
C14B_frozen,uci320,portuguese,fail_g3_lt_10,period2,histgb,c13_selected,no_demographic_family,c14b__uci320__portuguese__fail_g3_lt_10__period2__no_demographic_family__histgb__minus__uci320__portuguese__fail_g3_lt_10__period2__full__histgb,c14b|uci320|portuguese|fail_g3_lt_10|histgb|c13_selected|no_demographic_family,primary,5000,3,c14b|uci320|portuguese|fail_g3_lt_10|period2|histgb|c13_selected,uci320|portuguese|fail_g3_lt_10|period2,draws/task_5acc5d5249ea32029b43.npz,c000,9c1144c0ad401a56a78e5aa346a1ed1e827f8a2bda84685767ef080d3b681a2c,row,649,649,60a369ed625fa4c94eedb1d273989c880f6629b6c2f271d9f6652fa40e5d9d20
C14B_frozen,uci320,portuguese,fail_g3_lt_10,period2,logistic,c13_selected,no_demographic_family,c14b__uci320__portuguese__fail_g3_lt_10__period2__no_demographic_family__logistic__minus__uci320__portuguese__fail_g3_lt_10__period2__full__logistic,c14b|uci320|portuguese|fail_g3_lt_10|logistic|c13_selected|no_demographic_family,sensitivity,2000,3,c14b|uci320|portuguese|fail_g3_lt_10|period2|logistic|c13_selected,uci320|portuguese|fail_g3_lt_10|period2,draws/task_e9074cc621244e3cbd65.npz,c000,e03b9d800f4fa650889dd179bf82898bbffd362562c5d7f3e81b8dfcd87b13d8,row,649,649,60a369ed625fa4c94eedb1d273989c880f6629b6c2f271d9f6652fa40e5d9d20
C14B_frozen,uci320,portuguese,fail_g3_lt_10,baseline,histgb,c13_selected,no_sensitive_wellbeing,c14b__uci320__portuguese__fail_g3_lt_10__baseline__no_sensitive_wellbeing__histgb__minus__uci320__portuguese__fail_g3_lt_10__baseline__full__histgb,c14b|uci320|portuguese|fail_g3_lt_10|histgb|c13_selected|no_sensitive_wellbeing,primary,5000,3,c14b|uci320|portuguese|fail_g3_lt_10|baseline|histgb|c13_selected,uci320|portuguese|fail_g3_lt_10|baseline,draws/task_b3cc447bbd22e3946289.npz,c001,2565f7c752ca3c352fa427ddc54fdda57ac2a313fc04dee3e041324495db2b5c,row,649,649,72e362edeb01c7e99523830fde04157aa87888ab2d6feab285ee199b76a385e9
C14B_frozen,uci320,portuguese,fail_g3_lt_10,baseline,logistic,c13_selected,no_sensitive_wellbeing,c14b__uci320__portuguese__fail_g3_lt_10__baseline__no_sensitive_wellbeing__logistic__minus__uci320__portuguese__fail_g3_lt_10__baseline__full__logistic,c14b|uci320|portuguese|fail_g3_lt_10|logistic|c13_selected|no_sensitive_wellbeing,sensitivity,2000,3,c14b|uci320|portuguese|fail_g3_lt_10|baseline|logistic|c13_selected,uci320|portuguese|fail_g3_lt_10|baseline,draws/task_6ebd1451f67a1c72c7b5.npz,c001,e7fd6523938df1b308a0fcf1dd9141e3fe861df2a9e8aecbef91a33004832ec0,row,649,649,72e362edeb01c7e99523830fde04157aa87888ab2d6feab285ee199b76a385e9
C14B_frozen,uci320,portuguese,fail_g3_lt_10,period1,histgb,c13_selected,no_sensitive_wellbeing,c14b__uci320__portuguese__fail_g3_lt_10__period1__no_sensitive_wellbeing__histgb__minus__uci320__portuguese__fail_g3_lt_10__period1__full__histgb,c14b|uci320|portuguese|fail_g3_lt_10|histgb|c13_selected|no_sensitive_wellbeing,primary,5000,3,c14b|uci320|portuguese|fail_g3_lt_10|period1|histgb|c13_selected,uci320|portuguese|fail_g3_lt_10|period1,draws/task_64c7e2d4cd52a085fb1b.npz,c001,6fb1bd476898403f2e00a0539b48826d6ace82a0d4c7b8014c389b3d0f455957,row,649,649,952fc21d2dfc8c4b5bc2e97b23cbdb78b85684ea05fbf806b2a302b513cae741
C14B_frozen,uci320,portuguese,fail_g3_lt_10,period1,logistic,c13_selected,no_sensitive_wellbeing,c14b__uci320__portuguese__fail_g3_lt_10__period1__no_sensitive_wellbeing__logistic__minus__uci320__portuguese__fail_g3_lt_10__period1__full__logistic,c14b|uci320|portuguese|fail_g3_lt_10|logistic|c13_selected|no_sensitive_wellbeing,sensitivity,2000,3,c14b|uci320|portuguese|fail_g3_lt_10|period1|logistic|c13_selected,uci320|portuguese|fail_g3_lt_10|period1,draws/task_80f91bd1053352dd5d40.npz,c001,7aad6aa1ee25d95425df9b44813a91c71dbbc43ea0e57f01c9b3bf8142b92867,row,649,649,952fc21d2dfc8c4b5bc2e97b23cbdb78b85684ea05fbf806b2a302b513cae741
C14B_frozen,uci320,portuguese,fail_g3_lt_10,period2,histgb,c13_selected,no_sensitive_wellbeing,c14b__uci320__portuguese__fail_g3_lt_10__period2__no_sensitive_wellbeing__histgb__minus__uci320__portuguese__fail_g3_lt_10__period2__full__histgb,c14b|uci320|portuguese|fail_g3_lt_10|histgb|c13_selected|no_sensitive_wellbeing,primary,5000,3,c14b|uci320|portuguese|fail_g3_lt_10|period2|histgb|c13_selected,uci320|portuguese|fail_g3_lt_10|period2,draws/task_5acc5d5249ea32029b43.npz,c001,9c1144c0ad401a56a78e5aa346a1ed1e827f8a2bda84685767ef080d3b681a2c,row,649,649,60a369ed625fa4c94eedb1d273989c880f6629b6c2f271d9f6652fa40e5d9d20
C14B_frozen,uci320,portuguese,fail_g3_lt_10,period2,logistic,c13_selected,no_sensitive_wellbeing,c14b__uci320__portuguese__fail_g3_lt_10__period2__no_sensitive_wellbeing__logistic__minus__uci320__portuguese__fail_g3_lt_10__period2__full__logistic,c14b|uci320|portuguese|fail_g3_lt_10|logistic|c13_selected|no_sensitive_wellbeing,sensitivity,2000,3,c14b|uci320|portuguese|fail_g3_lt_10|period2|logistic|c13_selected,uci320|portuguese|fail_g3_lt_10|period2,draws/task_e9074cc621244e3cbd65.npz,c001,e03b9d800f4fa650889dd179bf82898bbffd362562c5d7f3e81b8dfcd87b13d8,row,649,649,60a369ed625fa4c94eedb1d273989c880f6629b6c2f271d9f6652fa40e5d9d20
C14B_frozen,uci320,portuguese,fail_g3_lt_10,baseline,histgb,c13_selected,school_observable_only,c14b__uci320__portuguese__fail_g3_lt_10__baseline__school_observable_only__histgb__minus__uci320__portuguese__fail_g3_lt_10__baseline__full__histgb,c14b|uci320|portuguese|fail_g3_lt_10|histgb|c13_selected|school_observable_only,primary,5000,3,c14b|uci320|portuguese|fail_g3_lt_10|baseline|histgb|c13_selected,uci320|portuguese|fail_g3_lt_10|baseline,draws/task_b3cc447bbd22e3946289.npz,c002,2565f7c752ca3c352fa427ddc54fdda57ac2a313fc04dee3e041324495db2b5c,row,649,649,72e362edeb01c7e99523830fde04157aa87888ab2d6feab285ee199b76a385e9
C14B_frozen,uci320,portuguese,fail_g3_lt_10,baseline,logistic,c13_selected,school_observable_only,c14b__uci320__portuguese__fail_g3_lt_10__baseline__school_observable_only__logistic__minus__uci320__portuguese__fail_g3_lt_10__baseline__full__logistic,c14b|uci320|portuguese|fail_g3_lt_10|logistic|c13_selected|school_observable_only,sensitivity,2000,3,c14b|uci320|portuguese|fail_g3_lt_10|baseline|logistic|c13_selected,uci320|portuguese|fail_g3_lt_10|baseline,draws/task_6ebd1451f67a1c72c7b5.npz,c002,e7fd6523938df1b308a0fcf1dd9141e3fe861df2a9e8aecbef91a33004832ec0,row,649,649,72e362edeb01c7e99523830fde04157aa87888ab2d6feab285ee199b76a385e9
C14B_frozen,uci320,portuguese,fail_g3_lt_10,period1,histgb,c13_selected,school_observable_only,c14b__uci320__portuguese__fail_g3_lt_10__period1__school_observable_only__histgb__minus__uci320__portuguese__fail_g3_lt_10__period1__full__histgb,c14b|uci320|portuguese|fail_g3_lt_10|histgb|c13_selected|school_observable_only,primary,5000,3,c14b|uci320|portuguese|fail_g3_lt_10|period1|histgb|c13_selected,uci320|portuguese|fail_g3_lt_10|period1,draws/task_64c7e2d4cd52a085fb1b.npz,c002,6fb1bd476898403f2e00a0539b48826d6ace82a0d4c7b8014c389b3d0f455957,row,649,649,952fc21d2dfc8c4b5bc2e97b23cbdb78b85684ea05fbf806b2a302b513cae741
C14B_frozen,uci320,portuguese,fail_g3_lt_10,period1,logistic,c13_selected,school_observable_only,c14b__uci320__portuguese__fail_g3_lt_10__period1__school_observable_only__logistic__minus__uci320__portuguese__fail_g3_lt_10__period1__full__logistic,c14b|uci320|portuguese|fail_g3_lt_10|logistic|c13_selected|school_observable_only,sensitivity,2000,3,c14b|uci320|portuguese|fail_g3_lt_10|period1|logistic|c13_selected,uci320|portuguese|fail_g3_lt_10|period1,draws/task_80f91bd1053352dd5d40.npz,c002,7aad6aa1ee25d95425df9b44813a91c71dbbc43ea0e57f01c9b3bf8142b92867,row,649,649,952fc21d2dfc8c4b5bc2e97b23cbdb78b85684ea05fbf806b2a302b513cae741
C14B_frozen,uci320,portuguese,fail_g3_lt_10,period2,histgb,c13_selected,school_observable_only,c14b__uci320__portuguese__fail_g3_lt_10__period2__school_observable_only__histgb__minus__uci320__portuguese__fail_g3_lt_10__period2__full__histgb,c14b|uci320|portuguese|fail_g3_lt_10|histgb|c13_selected|school_observable_only,primary,5000,3,c14b|uci320|portuguese|fail_g3_lt_10|period2|histgb|c13_selected,uci320|portuguese|fail_g3_lt_10|period2,draws/task_5acc5d5249ea32029b43.npz,c002,9c1144c0ad401a56a78e5aa346a1ed1e827f8a2bda84685767ef080d3b681a2c,row,649,649,60a369ed625fa4c94eedb1d273989c880f6629b6c2f271d9f6652fa40e5d9d20
C14B_frozen,uci320,portuguese,fail_g3_lt_10,period2,logistic,c13_selected,school_observable_only,c14b__uci320__portuguese__fail_g3_lt_10__period2__school_observable_only__logistic__minus__uci320__portuguese__fail_g3_lt_10__period2__full__logistic,c14b|uci320|portuguese|fail_g3_lt_10|logistic|c13_selected|school_observable_only,sensitivity,2000,3,c14b|uci320|portuguese|fail_g3_lt_10|period2|logistic|c13_selected,uci320|portuguese|fail_g3_lt_10|period2,draws/task_e9074cc621244e3cbd65.npz,c002,e03b9d800f4fa650889dd179bf82898bbffd362562c5d7f3e81b8dfcd87b13d8,row,649,649,60a369ed625fa4c94eedb1d273989c880f6629b6c2f271d9f6652fa40e5d9d20
C14B_frozen,uci320,portuguese,fail_g3_lt_10,baseline,histgb,c13_selected,targeted_no_sex,c14b__uci320__portuguese__fail_g3_lt_10__baseline__targeted_no_sex__histgb__minus__uci320__portuguese__fail_g3_lt_10__baseline__full__histgb,c14b|uci320|portuguese|fail_g3_lt_10|histgb|c13_selected|targeted_no_sex,primary,5000,3,c14b|uci320|portuguese|fail_g3_lt_10|baseline|histgb|c13_selected,uci320|portuguese|fail_g3_lt_10|baseline,draws/task_b3cc447bbd22e3946289.npz,c003,2565f7c752ca3c352fa427ddc54fdda57ac2a313fc04dee3e041324495db2b5c,row,649,649,72e362edeb01c7e99523830fde04157aa87888ab2d6feab285ee199b76a385e9
C14B_frozen,uci320,portuguese,fail_g3_lt_10,baseline,logistic,c13_selected,targeted_no_sex,c14b__uci320__portuguese__fail_g3_lt_10__baseline__targeted_no_sex__logistic__minus__uci320__portuguese__fail_g3_lt_10__baseline__full__logistic,c14b|uci320|portuguese|fail_g3_lt_10|logistic|c13_selected|targeted_no_sex,sensitivity,2000,3,c14b|uci320|portuguese|fail_g3_lt_10|baseline|logistic|c13_selected,uci320|portuguese|fail_g3_lt_10|baseline,draws/task_6ebd1451f67a1c72c7b5.npz,c003,e7fd6523938df1b308a0fcf1dd9141e3fe861df2a9e8aecbef91a33004832ec0,row,649,649,72e362edeb01c7e99523830fde04157aa87888ab2d6feab285ee199b76a385e9
C14B_frozen,uci320,portuguese,fail_g3_lt_10,period1,histgb,c13_selected,targeted_no_sex,c14b__uci320__portuguese__fail_g3_lt_10__period1__targeted_no_sex__histgb__minus__uci320__portuguese__fail_g3_lt_10__period1__full__histgb,c14b|uci320|portuguese|fail_g3_lt_10|histgb|c13_selected|targeted_no_sex,primary,5000,3,c14b|uci320|portuguese|fail_g3_lt_10|period1|histgb|c13_selected,uci320|portuguese|fail_g3_lt_10|period1,draws/task_64c7e2d4cd52a085fb1b.npz,c003,6fb1bd476898403f2e00a0539b48826d6ace82a0d4c7b8014c389b3d0f455957,row,649,649,952fc21d2dfc8c4b5bc2e97b23cbdb78b85684ea05fbf806b2a302b513cae741
C14B_frozen,uci320,portuguese,fail_g3_lt_10,period1,logistic,c13_selected,targeted_no_sex,c14b__uci320__portuguese__fail_g3_lt_10__period1__targeted_no_sex__logistic__minus__uci320__portuguese__fail_g3_lt_10__period1__full__logistic,c14b|uci320|portuguese|fail_g3_lt_10|logistic|c13_selected|targeted_no_sex,sensitivity,2000,3,c14b|uci320|portuguese|fail_g3_lt_10|period1|logistic|c13_selected,uci320|portuguese|fail_g3_lt_10|period1,draws/task_80f91bd1053352dd5d40.npz,c003,7aad6aa1ee25d95425df9b44813a91c71dbbc43ea0e57f01c9b3bf8142b92867,row,649,649,952fc21d2dfc8c4b5bc2e97b23cbdb78b85684ea05fbf806b2a302b513cae741
C14B_frozen,uci320,portuguese,fail_g3_lt_10,period2,histgb,c13_selected,targeted_no_sex,c14b__uci320__portuguese__fail_g3_lt_10__period2__targeted_no_sex__histgb__minus__uci320__portuguese__fail_g3_lt_10__period2__full__histgb,c14b|uci320|portuguese|fail_g3_lt_10|histgb|c13_selected|targeted_no_sex,primary,5000,3,c14b|uci320|portuguese|fail_g3_lt_10|period2|histgb|c13_selected,uci320|portuguese|fail_g3_lt_10|period2,draws/task_5acc5d5249ea32029b43.npz,c003,9c1144c0ad401a56a78e5aa346a1ed1e827f8a2bda84685767ef080d3b681a2c,row,649,649,60a369ed625fa4c94eedb1d273989c880f6629b6c2f271d9f6652fa40e5d9d20
C14B_frozen,uci320,portuguese,fail_g3_lt_10,period2,logistic,c13_selected,targeted_no_sex,c14b__uci320__portuguese__fail_g3_lt_10__period2__targeted_no_sex__logistic__minus__uci320__portuguese__fail_g3_lt_10__period2__full__logistic,c14b|uci320|portuguese|fail_g3_lt_10|logistic|c13_selected|targeted_no_sex,sensitivity,2000,3,c14b|uci320|portuguese|fail_g3_lt_10|period2|logistic|c13_selected,uci320|portuguese|fail_g3_lt_10|period2,draws/task_e9074cc621244e3cbd65.npz,c003,e03b9d800f4fa650889dd179bf82898bbffd362562c5d7f3e81b8dfcd87b13d8,row,649,649,60a369ed625fa4c94eedb1d273989c880f6629b6c2f271d9f6652fa40e5d9d20
C14B_frozen,uci697,all,dropout_vs_all_other,enrollment,histgb,c13_selected,legacy_operational,c14b__uci697__all__dropout_vs_all_other__enrollment__legacy_operational__histgb__minus__uci697__all__dropout_vs_all_other__enrollment__full__histgb,c14b|uci697|all|dropout_vs_all_other|histgb|c13_selected|legacy_operational,sensitivity,2000,2,c14b|uci697|all|dropout_vs_all_other|enrollment|histgb|c13_selected,uci697|all|dropout_vs_all_other|enrollment,draws/task_b888e3a8ace5cd6918e4.npz,c000,676b4089119ac4b0691c27603c0e30d016be54accef28a332b652f0032747cf6,row,4424,4424,ebb3c055f61fa3d7f5a25f70fba1ac4eb890dbb6a5f83d36925e9aa8f0cfb289
C14B_frozen,uci697,all,dropout_vs_all_other,enrollment,logistic,c13_selected,legacy_operational,c14b__uci697__all__dropout_vs_all_other__enrollment__legacy_operational__logistic__minus__uci697__all__dropout_vs_all_other__enrollment__full__logistic,c14b|uci697|all|dropout_vs_all_other|logistic|c13_selected|legacy_operational,sensitivity,2000,2,c14b|uci697|all|dropout_vs_all_other|enrollment|logistic|c13_selected,uci697|all|dropout_vs_all_other|enrollment,draws/task_71a2f22260202d359dda.npz,c000,4c7303b2e3b8c5a70696aa1102d2b2307beb0fc1203052f3031cf9ce27c6b00b,row,4424,4424,ebb3c055f61fa3d7f5a25f70fba1ac4eb890dbb6a5f83d36925e9aa8f0cfb289
C14B_frozen,uci697,all,dropout_vs_all_other,semester1,histgb,c13_selected,legacy_operational,c14b__uci697__all__dropout_vs_all_other__semester1__legacy_operational__histgb__minus__uci697__all__dropout_vs_all_other__semester1__full__histgb,c14b|uci697|all|dropout_vs_all_other|histgb|c13_selected|legacy_operational,sensitivity,2000,2,c14b|uci697|all|dropout_vs_all_other|semester1|histgb|c13_selected,uci697|all|dropout_vs_all_other|semester1,draws/task_0485446b69bfa6071ef5.npz,c000,b9eba8d8c172250f6b3f0a9ab36d4a026235b5433bcae40c482602efa53c4f62,row,4424,4424,c1825a1f354219ad6ad6e69c945210b47d8b91be27bd4b21fe5a81f089c30054
C14B_frozen,uci697,all,dropout_vs_all_other,semester1,logistic,c13_selected,legacy_operational,c14b__uci697__all__dropout_vs_all_other__semester1__legacy_operational__logistic__minus__uci697__all__dropout_vs_all_other__semester1__full__logistic,c14b|uci697|all|dropout_vs_all_other|logistic|c13_selected|legacy_operational,sensitivity,2000,2,c14b|uci697|all|dropout_vs_all_other|semester1|logistic|c13_selected,uci697|all|dropout_vs_all_other|semester1,draws/task_557b913bf90f4b861575.npz,c000,b0301e3e73fac09198f749b92b0a732349ac6acd8d4cd81e9dcaffbec98ceac6,row,4424,4424,c1825a1f354219ad6ad6e69c945210b47d8b91be27bd4b21fe5a81f089c30054
C14B_frozen,uci697,all,dropout_vs_all_other,enrollment,histgb,c13_selected,no_direct_personal,c14b__uci697__all__dropout_vs_all_other__enrollment__no_direct_personal__histgb__minus__uci697__all__dropout_vs_all_other__enrollment__full__histgb,c14b|uci697|all|dropout_vs_all_other|histgb|c13_selected|no_direct_personal,sensitivity,2000,2,c14b|uci697|all|dropout_vs_all_other|enrollment|histgb|c13_selected,uci697|all|dropout_vs_all_other|enrollment,draws/task_b888e3a8ace5cd6918e4.npz,c001,676b4089119ac4b0691c27603c0e30d016be54accef28a332b652f0032747cf6,row,4424,4424,ebb3c055f61fa3d7f5a25f70fba1ac4eb890dbb6a5f83d36925e9aa8f0cfb289
C14B_frozen,uci697,all,dropout_vs_all_other,enrollment,logistic,c13_selected,no_direct_personal,c14b__uci697__all__dropout_vs_all_other__enrollment__no_direct_personal__logistic__minus__uci697__all__dropout_vs_all_other__enrollment__full__logistic,c14b|uci697|all|dropout_vs_all_other|logistic|c13_selected|no_direct_personal,sensitivity,2000,2,c14b|uci697|all|dropout_vs_all_other|enrollment|logistic|c13_selected,uci697|all|dropout_vs_all_other|enrollment,draws/task_71a2f22260202d359dda.npz,c001,4c7303b2e3b8c5a70696aa1102d2b2307beb0fc1203052f3031cf9ce27c6b00b,row,4424,4424,ebb3c055f61fa3d7f5a25f70fba1ac4eb890dbb6a5f83d36925e9aa8f0cfb289
C14B_frozen,uci697,all,dropout_vs_all_other,semester1,histgb,c13_selected,no_direct_personal,c14b__uci697__all__dropout_vs_all_other__semester1__no_direct_personal__histgb__minus__uci697__all__dropout_vs_all_other__semester1__full__histgb,c14b|uci697|all|dropout_vs_all_other|histgb|c13_selected|no_direct_personal,sensitivity,2000,2,c14b|uci697|all|dropout_vs_all_other|semester1|histgb|c13_selected,uci697|all|dropout_vs_all_other|semester1,draws/task_0485446b69bfa6071ef5.npz,c001,b9eba8d8c172250f6b3f0a9ab36d4a026235b5433bcae40c482602efa53c4f62,row,4424,4424,c1825a1f354219ad6ad6e69c945210b47d8b91be27bd4b21fe5a81f089c30054
